oferta_ganadora,marca,modelo,año,antiguedad,kilometraje,km_por_año,transmisión,combustible,cilindrada,tracción,valor_inicial,numero_pujas,visitas,ratio_oferta_inicial,mandante,numero_propietarios,meses_dueño_actual,funciona,tiene_llaves,es_chatarra,limitaciones_dominio,permiso_circulacion_vigente,revision_tecnica_vigente,tiene_multas,monto_multas_utm
3300000,MAZDA,ALL NEW,2021,4,52445.0,10489.0,AUTOMATICA,GASOLINA,2.0,4X2,1000000,8,611.0,3.3,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,26.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3400000,MAZDA,CX,2020,5,26081.0,4346.833333333333,AUTOMATICA,GASOLINA,2.0,4X2,1000000,7,1.08,3.4,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,1.0,124.0,0,0,0,1,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,1,0,0,0,0,1,1,1.0
2600000,MAZDA,CX,2015,10,47219.0,4292.636363636364,MECANICA,GASOLINA,2.0,4X2,1000000,10,769.0,2.6,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,11.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3600000,HYUNDAI,PORTER II,2023,2,23883.5,10269.333333333334,MECANICA,DIESEL,2.5,4X2,300000,7,323.0,12.0,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,3.0,20.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,0,0.0
2500000,MERCEDES BENZ,A200,2015,10,98731.0,8975.545454545454,AUTOMATICA,GASOLINA,1.6,4X2,300000,9,526.0,8.333333333333334,Cia. Seguros,2.0,16.0,1,0,0,0,1,1,1,1.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,1.0,92.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,1,1,0,0,1,0,1,2.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1600000,SSANGYONG,ACTYON SPORT,2018,7,103004.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,260.0,5.333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,7.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,1,0,0,0,0,1,1,0.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,1,0,0,0,1,1,1,16.0
900000,DFSK,SUV,2022,3,26781.0,6695.25,MECANICA,GASOLINA,1.8,4X2,300000,6,170.0,3.0,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,1.5
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,1.0,11.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,1,0,0,1,1,1,1,1.5
2900000,MITSUBISHI,L200,2024,1,32073.0,10269.333333333334,MECANICA,DIESEL,2.2,4X2,300000,6,393.0,9.666666666666666,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,23.0,0,0,0,1,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,1,0,0,0,1,1,1,1.5
800000,VOLKSWAGEN,VIRTUS,2023,2,58864.0,19621.333333333332,MECANICA,GASOLINA,1.6,4X2,300000,3,209.0,2.6666666666666665,Cia. Seguros,2.0,16.0,1,1,0,0,0,0,1,27.5
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,1.0,8.0,0,0,0,1,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,1,1,0,0,0,0,1,2.0
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,1,0,0,0,0,0,1,23.5
1400000,CHEVROLET,SAIL,2025,0,2507.0,2507.0,MECANICA,GASOLINA,1.5,4X2,300000,6,266.0,4.666666666666667,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,3.0,35.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3200000,SSANGYONG,GRAND MUSSO,2020,5,13964.0,2327.3333333333335,MECANICA,DIESEL,2.2,4X4,300000,8,343.0,10.666666666666666,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,1.0,89.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
400000,SSANGYONG,TIVOLI,2018,7,103004.0,10269.333333333334,MECANICA,GASOLINA,1.6,4X2,300000,2,116.0,1.3333333333333333,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
