oferta_ganadora,marca,modelo,año,antiguedad,kilometraje,km_por_año,transmisión,combustible,cilindrada,tracción,valor_inicial,numero_pujas,visitas,ratio_oferta_inicial,mandante,numero_propietarios,meses_dueño_actual,funciona,tiene_llaves,es_chatarra,limitaciones_dominio,permiso_circulacion_vigente,revision_tecnica_vigente,tiene_multas,monto_multas_utm
4100000,CHEVROLET,SPIN,2023,2,11989.0,3996.3333333333335,MECANICA,GASOLINA,1.8,4X2,2000000,4,295.0,2.05,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
4100000,CHEVROLET,SPIN,2023,2,11989.0,3996.3333333333335,MECANICA,GASOLINA,1.8,4X2,2000000,4,295.0,2.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
4100000,CHEVROLET,SPIN,2023,2,11989.0,3996.3333333333335,MECANICA,GASOLINA,1.8,4X2,2000000,4,295.0,2.05,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,134.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,0,0.0
3500000,CHEVROLET,CAPTIVA II,2011,14,122992.0,8199.466666666667,MECANICA,GASOLINA,2.4,4X2,2000000,8,716.0,1.75,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.5
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,1.0,19.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,1,1,0,0,0,1,0,0.0
8400000,FORD,TERRITORY,2023,2,39534.0,13178.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,16,1.46,4.2,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,1.0,49.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,1,0,0,0,0,1,1,2.5
7700000,FORD,TERRITORY,2021,4,25509.0,5101.8,AUTOMATICA,GASOLINA,1.5,4X2,2000000,20,853.0,3.85,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,1.0,11.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
8500000,HYUNDAI,CRETA GRAND,2024,1,6429.0,3214.5,MECANICA,GASOLINA,2.0,4X2,2000000,18,1.577,4.25,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,1.0,30.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,1,0,0,0,0,1,0,0.0
2000000,GEELY,COOLRAY,2023,2,30311.0,10103.666666666666,AUTOMATICA,GASOLINA,1.5,4X2,2000000,0,230.0,1.0,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,3.0,12.0,0,0,0,0,0,0,1,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,1,1,0,0,1,1,1,2.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,3.0,16.0,1,0,0,0,1,1,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,3.0,12.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,1,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
6800000,HONDA,HR V,2022,3,76735.0,10269.333333333334,AUTOMATICA,GASOLINA,1.8,4X2,2000000,21,1.125,3.4,Particular,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,1.0,20.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
3800000,KIA,SONET,2023,2,37066.0,12355.333333333334,MECANICA,GASOLINA,1.5,4X2,2000000,3,319.0,1.9,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,17.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,1,0,1,0,1,1,1,16.0
6100000,KIA,SELTOS,2021,4,29393.0,5878.6,MECANICA,GASOLINA,1.6,4X2,2000000,19,1.146,3.05,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,1.5
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,1.0,9.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,1,1,0,0,1,1,1,2.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,1,0,0,0,1,1,0,0.0
7000000,JETOUR,DASHING,2025,0,8236.0,8236.0,AUTOMATICA,GASOLINA,1.5,4X2,2000000,22,785.0,3.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,1.0,22.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,1,0,0,0,0,1,1,1.5
7600000,NISSAN,KICKS,2023,2,27425.0,9141.666666666666,AUTOMATICA,GASOLINA,1.6,4X2,2000000,22,951.0,3.8,Cia. Seguros,2.0,16.0,1,0,0,0,1,0,1,1.0
9000000,MITSUBISHI,MONTERO SPORT,2015,10,197077.0,17916.090909090908,AUTOMATICA,DIESEL,2.5,4X2,2000000,11,1.637,4.5,Cia. Seguros,2.0,22.0,0,0,0,0,1,1,1,0.0
9000000,MITSUBISHI,MONTERO SPORT,2015,10,197077.0,17916.090909090908,AUTOMATICA,DIESEL,2.5,4X2,2000000,11,1.637,4.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
9000000,MITSUBISHI,MONTERO SPORT,2015,10,197077.0,17916.090909090908,AUTOMATICA,DIESEL,2.5,4X2,2000000,11,1.637,4.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
9000000,MITSUBISHI,MONTERO SPORT,2015,10,197077.0,17916.090909090908,AUTOMATICA,DIESEL,2.5,4X2,2000000,11,1.637,4.5,Cia. Seguros,2.0,16.0,0,0,0,0,0,0,0,0.0
